photo_filename,party,election_count,photo_url,gender,unit,monaCd,committees,region,rownum,unitCd,election_method,name
서범수.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/dc9bc21d63ef4cd5968a27eadd34e0f6.jpg,,제22대,134,,,,100022,,서범수
서삼석.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/3733addd041f4802ade12300546171b1.jpg,,제22대,135,,,,100022,,서삼석
서영교.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/c061e90cf359465fa1408c443a4a7857.jpg,,제22대,136,,,,100022,,서영교
서영석.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/bdf94a0756144b4a9ff6e71eb8bed16e.jpg,,제22대,137,,,,100022,,서영석
서왕진.jpg,조국혁신당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/e1f391e91c644541ab6208a90e78daaa.jpg,,제22대,138,,,,100022,,서왕진
서일준.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/fcbf1b4b1aa24151a28e85b4d190291c.jpg,,제22대,139,,,,100022,,서일준
서지영.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/a7e0edac99dd4fb89cbbc8bec657f222.png,,제22대,140,,,,100022,,서지영
서천호.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/45d0d0758d9b4e1e8e2b86434770e2fc.jpg,,제22대,141,,,,100022,,서천호
성일종.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/8ac7d150f3434b12a31e2d441beea36c.jpg,,제22대,142,,,,100022,,성일종
소병훈.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/a8512c3a87fe463c9d063ecb7a34680c.jpg,,제22대,143,,,,100022,,소병훈
손명수.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/e8f39b502c4f4c92924909bebebd123e.jpg,,제22대,144,,,,100022,,손명수
송기헌.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/02f408aec61446c0b0459b5bdffa4893.png,,제22대,145,,,,100022,,송기헌
송석준.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/21eedc628d844950876d6cdb52a5988a.png,,제22대,146,,,,100022,,송석준
송언석.JPG,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/b3c309f7dfd34dd486d7f60acfcd3254.JPG,,제22대,147,,,,100022,,송언석
송옥주.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/93e541edffd440d6b5ee9a683b5342ae.jpg,,제22대,148,,,,100022,,송옥주
송재봉.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/1b5dc3ccbeee45bdb053ba17a4f11bb3.jpg,,제22대,149,,,,100022,,송재봉
신동욱.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/bef0ced14c4241cbbc5181e2bc9805ef.jpg,,제22대,150,,,,100022,,신동욱
신성범.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/90ebb7eaa3a648f5a96eea2037be33bf.jpg,,제22대,151,,,,100022,,신성범
